stock_id,rows,first,last
00750B,1939,2018-09-20,2026-09-11
00751B,1932,2018-10-03,2026-09-11
00752,1913,2018-10-31,2026-09-11
00753L,1913,2018-10-31,2026-09-11
00754B,1920,2018-10-22,2026-09-11
00755B,1920,2018-10-22,2026-09-11
00756B,1920,2018-10-22,2026-09-11
00757,1887,2018-12-06,2026-09-11
00758B,1903,2018-11-14,2026-09-11
00759B,1903,2018-11-14,2026-09-11
00760B,1903,2018-11-14,2026-09-11
00761B,1891,2018-11-30,2026-09-11
00762,1854,2019-01-23,2026-09-11
00763U,1878,2018-12-19,2026-09-11
00764B,1874,2018-12-24,2026-09-11
00765B,1073,2018-12-24,2023-05-29
00766L,443,2019-01-23,2020-11-20
00767,301,2019-01-28,2020-05-04
00768B,1851,2019-01-28,2026-09-11
00769B,317,2019-01-28,2020-05-26
00770,1850,2019-01-29,2026-09-11
00771,1785,2019-05-16,2026-09-11
00772B,1850,2019-01-29,2026-09-11
00773B,1850,2019-01-29,2026-09-11
00774B,967,2019-02-27,2023-02-14
00774C,844,2019-08-28,2023-02-14
00775B,1837,2019-02-15,2026-09-11
00776,362,2019-02-15,2020-08-10
00777B,1845,2019-02-14,2026-09-11
00778B,1844,2019-02-14,2026-09-11
00779B,1845,2019-02-14,2026-09-11
00780B,1831,2019-03-07,2026-09-11
00781B,1832,2019-03-07,2026-09-11
00782B,1832,2019-03-07,2026-09-11
00783,1818,2019-03-27,2026-09-11
00784B,1476,2019-03-27,2025-04-22
00785B,1818,2019-03-27,2026-09-11
00786B,1813,2019-04-02,2026-09-11
00787B,1811,2019-04-02,2026-09-11
00788B,1814,2019-04-02,2026-09-11
00789B,1822,2019-03-20,2026-09-11
00790B,1476,2019-03-20,2025-04-15
00791B,1821,2019-03-20,2026-09-11
00792B,1813,2019-04-03,2026-09-11
00793B,1809,2019-04-03,2026-09-11
00794B,1539,2019-04-30,2025-08-21
00795B,1809,2019-04-11,2026-09-11
00796B,814,2019-04-30,2022-08-24
00797B,258,2019-04-11,2020-04-30
00798B,292,2019-05-03,2020-07-13
00799B,1794,2019-05-03,2026-09-11
0080,227,2015-01-05,2015-12-08
0081,227,2015-01-05,2015-12-08
008201,1858,2015-01-05,2022-08-10
00830,1794,2019-05-03,2026-09-11
00831B,1275,2019-04-26,2024-07-17
00832B,583,2019-04-26,2021-09-09
00833B,385,2019-05-09,2020-11-30
00834B,1789,2019-05-09,2026-09-11
00835B,275,2019-05-09,2020-06-22
00836B,1777,2019-05-22,2026-09-11
00837B,269,2019-05-22,2020-06-29
00838B,723,2019-06-13,2022-05-30
00839B,526,2019-06-10,2021-08-02
00840B,1767,2019-06-10,2026-09-11
00841B,1767,2019-06-10,2026-09-11
00842B,1765,2019-06-14,2026-09-11
00843B,732,2019-07-19,2022-07-19
00844B,1738,2019-07-18,2026-09-11
00845B,1743,2019-07-16,2026-09-11
00846B,1743,2019-07-16,2026-09-11
00847B,1733,2019-07-30,2026-09-11
00848B,1732,2019-07-30,2026-09-11
00849B,1733,2019-07-30,2026-09-11
00850,1716,2019-08-23,2026-09-11
00851,1725,2019-08-12,2026-09-11
00852L,1717,2019-08-22,2026-09-11
00853B,1708,2019-09-04,2026-09-11
00854B,272,2019-10-24,2020-12-01
00855B,272,2019-10-24,2020-12-01
00856B,1686,2019-10-01,2026-09-11
00857B,1691,2019-10-01,2026-09-11
00858,1691,2019-10-01,2026-09-11
00859B,1680,2019-10-18,2026-09-11
00860B,1680,2019-10-18,2026-09-11
00861,1658,2019-11-19,2026-09-11
00862B,1680,2019-10-18,2026-09-11
00863B,1680,2019-10-18,2026-09-11
00864B,1680,2019-10-18,2026-09-11
00865B,1654,2019-11-25,2026-09-11
00866,280,2019-11-19,2021-01-07
00867B,1640,2019-11-15,2026-09-11
00868B,339,2019-12-13,2021-05-11
00869B,407,2019-12-13,2021-08-16
00870B,1615,2020-01-09,2026-09-11
00871B,254,2020-02-14,2021-02-26
00872B,423,2020-01-09,2021-10-05
00873B,268,2020-01-09,2021-02-19
00874B,268,2020-01-09,2021-02-19
00875,1573,2020-03-30,2026-09-11
00876,1507,2020-07-07,2026-09-11
00877,1496,2020-07-22,2026-09-11
00878,1498,2020-07-20,2026-09-11
00879B,278,2020-08-18,2021-10-05
00880B,278,2020-08-18,2021-10-05
00881,1398,2020-12-10,2026-09-11
00882,1359,2021-02-04,2026-09-11
00883B,1269,2021-02-04,2026-05-06
00884B,1359,2021-02-04,2026-09-11
00885,1317,2021-04-19,2026-09-11
00886,1322,2021-03-31,2026-09-11
00887,1328,2021-03-31,2026-09-11
00888,1328,2021-03-31,2026-09-11
00889B,275,2021-05-10,2022-06-21
00890B,1303,2021-05-10,2026-09-11
00891,1289,2021-05-28,2026-09-11
00892,1280,2021-06-10,2026-09-11
00893,1266,2021-07-01,2026-09-11
00894,1235,2021-08-13,2026-09-11
00895,1236,2021-08-12,2026-09-11
00896,1211,2021-09-16,2026-09-11
00897,1201,2021-10-04,2026-09-11
00898,1167,2021-11-22,2026-09-11
00899,1124,2022-01-21,2026-09-11
00900,1145,2021-12-22,2026-09-11
00901,1150,2021-12-15,2026-09-11
00902,1122,2022-01-25,2026-09-11
00903,1123,2022-01-24,2026-09-11
00904,1101,2022-03-07,2026-09-11
00905,1070,2022-04-21,2026-09-11
00906,277,2022-05-17,2023-07-05
00907,1048,2022-05-24,2026-09-11
00908,1050,2022-05-20,2026-09-11
00909,1013,2022-07-13,2026-09-11
00910,1008,2022-07-20,2026-09-11
00911,1025,2022-06-27,2026-09-11
00912,1023,2022-06-29,2026-09-11
00913,995,2022-08-08,2026-09-11
00915,994,2022-08-09,2026-09-11
00916,961,2022-09-26,2026-09-11
00917,981,2022-08-26,2026-09-11
00918,919,2022-11-24,2026-09-11
00919,944,2022-10-20,2026-09-11
00920,944,2022-10-20,2026-09-11
00921,884,2023-01-13,2026-09-11
00922,843,2023-03-27,2026-09-11
00923,856,2023-03-08,2026-09-11
00924,824,2023-04-26,2026-09-11
00925,517,2023-04-18,2025-06-04
00926,798,2023-06-02,2026-09-11
00927,796,2023-06-06,2026-09-11
00928,805,2023-05-24,2026-09-11
00929,793,2023-06-09,2026-09-11
00930,771,2023-07-13,2026-09-11
00931B,755,2023-08-07,2026-09-11
00932,736,2023-09-01,2026-09-11
00933B,705,2023-10-19,2026-09-11
00934,696,2023-11-01,2026-09-11
00935,696,2023-11-01,2026-09-11
00936,691,2023-11-08,2026-09-11
00937B,672,2023-12-05,2026-09-11
00938,460,2024-10-23,2026-09-11
00939,605,2024-03-20,2026-09-11
00940,597,2024-04-01,2026-09-11
00941,608,2024-03-15,2026-09-11
00942B,586,2024-04-18,2026-09-11
00943,565,2024-05-20,2026-09-11
00944,572,2024-05-09,2026-09-11
00945B,577,2024-05-02,2026-09-11
00946,572,2024-05-09,2026-09-11
00947,549,2024-06-12,2026-09-11
00948B,549,2024-06-12,2026-09-11
00949,536,2024-07-01,2026-09-11
00950B,530,2024-07-09,2026-09-11
00951,519,2024-07-26,2026-09-11
00952,490,2024-09-05,2026-09-11
00953B,501,2024-08-21,2026-09-11
00954,502,2024-08-20,2026-09-11
00955,502,2024-08-20,2026-09-11
00956,502,2024-08-20,2026-09-11
00957B,487,2024-09-10,2026-09-11
00958B,482,2024-09-18,2026-09-11
00959B,496,2024-08-28,2026-09-11
00960,480,2024-09-20,2026-09-11
00961,466,2024-10-15,2026-09-11
00962,429,2024-12-06,2026-09-11
00963,445,2024-11-14,2026-09-11
00964,445,2024-11-14,2026-09-11
00965,437,2024-11-26,2026-09-11
00966B,423,2024-12-16,2026-09-11
00967B,428,2024-12-09,2026-09-11
00968B,428,2024-12-09,2026-09-11
00969B,428,2024-12-09,2026-09-11
00970B,422,2024-12-17,2026-09-11
00971,406,2025-01-09,2026-09-11
00972,405,2025-01-09,2026-09-11
009800,390,2025-02-11,2026-09-11
009801,390,2025-02-11,2026-09-11
009802,365,2025-03-19,2026-09-11
009803,369,2025-03-13,2026-09-11
009804,347,2025-04-16,2026-09-11
009805,329,2025-05-13,2026-09-11
009806,318,2025-05-28,2026-09-11
009807,317,2025-05-28,2026-09-11
009808,326,2025-05-16,2026-09-11
009809,223,2025-10-14,2026-09-11
00980A,335,2025-05-05,2026-09-11
00980B,397,2025-01-22,2026-09-11
00980D,271,2025-08-04,2026-09-11
00980T,262,2025-08-15,2026-09-11
009810,284,2025-07-16,2026-09-11
009811,275,2025-07-29,2026-09-11
009812,238,2025-09-18,2026-09-11
009813,219,2025-10-20,2026-09-11
009814,176,2025-12-19,2026-09-11
009815,152,2026-01-26,2026-09-11
009816,146,2026-02-03,2026-09-11
009817,143,2026-02-06,2026-09-11
009818,120,2026-03-23,2026-09-11
009819,99,2026-04-23,2026-09-11
00981A,319,2025-05-27,2026-09-11
00981B,372,2025-03-10,2026-09-11
00981D,240,2025-09-16,2026-09-11
00981T,234,2025-09-24,2026-09-11
009820,99,2026-04-23,2026-09-11
009821,61,2026-06-17,2026-09-11
009822,71,2026-06-03,2026-09-11
009823,56,2026-06-25,2026-09-11
009824,56,2026-06-25,2026-09-11
009825,41,2026-07-17,2026-09-11
009826,30,2026-08-03,2026-09-11
009827,8,2026-09-02,2026-09-11
009828,8,2026-09-02,2026-09-11
009829,16,2026-08-21,2026-09-11
00982A,322,2025-05-22,2026-09-11
00982B,337,2025-04-28,2026-09-11
00982D,223,2025-10-14,2026-09-11
00982T,172,2025-12-26,2026-09-11
00983A,304,2025-06-18,2026-09-11
00983B,329,2025-05-13,2026-09-11
00983D,223,2025-10-14,2026-09-11
00984A,286,2025-07-14,2026-09-11
00984B,329,2025-05-13,2026-09-11
00984D,145,2026-02-04,2026-09-11
00985A,281,2025-07-21,2026-09-11
00985B,243,2025-09-11,2026-09-11
00985D,115,2026-03-30,2026-09-11
00986A,254,2025-08-27,2026-09-11
00986B,196,2025-11-12,2026-09-11
00986D,105,2026-04-15,2026-09-11
00987A,170,2025-12-30,2026-09-11
00987B,154,2026-01-22,2026-09-11
00987D,13,2026-08-26,2026-09-11
00988A,208,2025-11-05,2026-09-11
00988B,118,2026-03-25,2026-09-11
00989A,217,2025-10-22,2026-09-11
00989B,114,2026-03-31,2026-09-11
00990A,175,2025-12-22,2026-09-11
00990B,46,2026-07-09,2026-09-11
00991A,177,2025-12-18,2026-09-11
00991B,30,2026-08-03,2026-09-11
00992A,170,2025-12-30,2026-09-11
00993A,146,2026-02-03,2026-09-11
00994A,165,2026-01-07,2026-09-11
00995A,154,2026-01-22,2026-09-11
00996A,118,2026-03-25,2026-09-11
00997A,106,2026-04-14,2026-09-11
00998A,105,2026-04-15,2026-09-11
00999A,92,2026-05-05,2026-09-11
01001T,2848,2015-01-05,2026-09-11
01002T,2849,2015-01-05,2026-09-11
01003T,2174,2015-01-05,2023-11-28
01004T,2843,2015-01-05,2026-09-11
01007T,2845,2015-01-05,2026-09-11
01008T,58,2015-01-05,2015-04-07
01009T,2002,2018-06-21,2026-09-11
01010T,1880,2018-12-05,2026-09-11
020000,1712,2019-04-30,2026-09-11
020001,1645,2019-05-31,2026-09-11
020002,1216,2019-04-30,2024-04-25
020003,709,2019-05-31,2022-04-27
020004,731,2019-04-30,2022-04-27
020005,242,2019-04-30,2020-04-27
020006,731,2019-04-30,2022-04-27
020007,1216,2019-04-30,2024-04-25
020008,731,2019-04-30,2022-04-27
020009,710,2019-05-31,2022-04-28
020010,732,2019-10-01,2022-09-27
020011,1495,2019-12-03,2026-09-11
020012,1526,2019-12-20,2026-09-11
020013,730,2019-12-31,2022-12-22
020014,734,2019-12-30,2022-12-27
020015,1213,2020-03-27,2025-03-24
020016,1213,2020-03-27,2025-03-24
020017,242,2020-06-15,2021-06-10
020018,1214,2020-07-30,2025-07-25
020019,1214,2020-07-30,2025-07-25
02001B,1213,2020-12-29,2025-12-24
02001L,1562,2020-04-16,2026-09-11
02001R,1478,2020-04-16,2026-05-25
02001S,724,2022-12-05,2025-12-02
020020,1414,2020-11-02,2026-09-11
020021,310,2020-12-02,2022-03-15
020022,729,2020-12-08,2023-12-05
020023,1214,2020-12-08,2025-12-04
020024,728,2020-12-18,2023-12-14
020025,1251,2021-07-22,2026-09-11
020026,728,2021-06-25,2024-06-20
020027,1210,2021-07-19,2026-07-15
020028,1195,2021-09-27,2026-09-11
020029,1168,2021-11-01,2026-09-11
02002L,728,2020-12-18,2023-12-14
020030,1155,2021-11-26,2026-09-11
020031,1073,2022-03-31,2026-09-11
020032,1011,2022-04-25,2026-09-11
020033,1034,2022-05-25,2026-09-11
020034,1036,2022-06-01,2026-09-11
020035,891,2022-10-03,2026-09-11
020036,726,2023-04-17,2026-09-11
020037,794,2023-04-17,2026-09-11
020038,763,2023-07-03,2026-09-11
020039,701,2023-10-16,2026-09-11
02003L,489,2020-12-25,2022-12-22
020040,592,2023-12-18,2026-09-11
020041,641,2023-12-25,2026-09-11
1101,2850,2015-01-05,2026-09-11
1101B,1842,2019-01-29,2026-09-11
1102,2850,2015-01-05,2026-09-11
1103,2850,2015-01-05,2026-09-11
1104,2850,2015-01-05,2026-09-11
1108,2850,2015-01-05,2026-09-11
1109,2826,2015-01-05,2026-09-11
1110,2850,2015-01-05,2026-09-11
1201,2850,2015-01-05,2026-09-11
1203,2850,2015-01-05,2026-09-11
1210,2850,2015-01-05,2026-09-11
1213,2721,2015-01-05,2026-09-11
1215,2850,2015-01-05,2026-09-11
1216,2850,2015-01-05,2026-09-11
1217,2850,2015-01-05,2026-09-11
1218,2849,2015-01-05,2026-09-11
1219,2850,2015-01-05,2026-09-11
1220,2850,2015-01-05,2026-09-11
1225,2797,2015-01-05,2026-09-11
1227,2850,2015-01-05,2026-09-11
1229,2850,2015-01-05,2026-09-11
1231,2850,2015-01-05,2026-09-11
1232,2850,2015-01-05,2026-09-11
1233,2850,2015-01-05,2026-09-11
1234,2850,2015-01-05,2026-09-11
1235,2849,2015-01-05,2026-09-11
1236,2843,2015-01-05,2026-09-11
1240,1970,2018-08-08,2026-09-11
1256,2850,2015-01-05,2026-09-11
1258,2051,2015-01-05,2023-05-31
1259,2825,2015-01-05,2026-09-11
1260,7,2026-09-03,2026-09-11
1262,1164,2015-01-05,2019-10-07
1264,2791,2015-04-09,2026-09-11
1268,2182,2017-09-27,2026-09-11
1269,7,2026-09-03,2026-09-11
1271,7,2026-09-03,2026-09-11
1293,7,2026-09-03,2026-09-11
1294,476,2024-09-26,2026-09-11
1295,319,2025-05-27,2026-09-11
1301,2850,2015-01-05,2026-09-11
1303,2850,2015-01-05,2026-09-11
1304,2850,2015-01-05,2026-09-11
1305,2850,2015-01-05,2026-09-11
1307,2850,2015-01-05,2026-09-11
1308,2850,2015-01-05,2026-09-11
1309,2850,2015-01-05,2026-09-11
1310,2850,2015-01-05,2026-09-11
1312,2850,2015-01-05,2026-09-11
1312A,2804,2015-01-05,2026-09-11
1313,2850,2015-01-05,2026-09-11
1314,2849,2015-01-05,2026-09-11
1315,2835,2015-01-05,2026-09-11
1316,2835,2015-01-05,2026-09-11
1319,2850,2015-01-05,2026-09-11
1321,2850,2015-01-05,2026-09-11
1323,2850,2015-01-05,2026-09-11
1324,2850,2015-01-05,2026-09-11
1325,2840,2015-01-05,2026-09-11
1326,2850,2015-01-05,2026-09-11
1333,1273,2015-01-05,2020-04-06
1336,2850,2015-01-05,2026-09-11
1337,2850,2015-01-05,2026-09-11
1338,2850,2015-01-05,2026-09-11
1339,2850,2015-01-05,2026-09-11
1340,2850,2015-01-05,2026-09-11
1341,1870,2018-12-24,2026-09-11
1342,1410,2020-11-24,2026-09-11
1343,7,2026-09-03,2026-09-11
1402,2850,2015-01-05,2026-09-11
1409,2850,2015-01-05,2026-09-11
1410,2843,2015-01-05,2026-09-11
1413,2849,2015-01-05,2026-09-11
1414,2843,2015-01-05,2026-09-11
1416,2825,2015-01-05,2026-09-11
1417,2836,2015-01-05,2026-09-11
1418,2843,2015-01-05,2026-09-11
1419,2850,2015-01-05,2026-09-11
1423,2833,2015-01-05,2026-09-11
1432,2843,2015-01-05,2026-09-11
1434,2850,2015-01-05,2026-09-11
1435,2562,2015-01-05,2026-09-11
1436,2850,2015-01-05,2026-09-11
1437,2850,2015-01-05,2026-09-11
1438,2844,2015-01-05,2026-09-11
1439,2848,2015-01-05,2026-09-11
1440,2850,2015-01-05,2026-09-11
1441,2837,2015-01-05,2026-09-11
1442,2850,2015-01-05,2026-09-11
1443,2848,2015-01-05,2026-09-11
1444,2850,2015-01-05,2026-09-11
1445,2850,2015-01-05,2026-09-11
1446,2850,2015-01-05,2026-09-11
1447,2850,2015-01-05,2026-09-11
1449,2836,2015-01-05,2026-09-11
1451,2844,2015-01-05,2026-09-11
1452,2850,2015-01-05,2026-09-11
1453,2850,2015-01-05,2026-09-11
1454,2850,2015-01-05,2026-09-11
1455,2850,2015-01-05,2026-09-11
1456,2841,2015-01-05,2026-09-11
1457,2840,2015-01-05,2026-09-11
1459,2843,2015-01-05,2026-09-11
1460,2845,2015-01-05,2026-09-11
1463,2850,2015-01-05,2026-09-11
1464,2850,2015-01-05,2026-09-11
1465,2850,2015-01-05,2026-09-11
1466,2850,2015-01-05,2026-09-11
1467,2850,2015-01-05,2026-09-11
1468,2850,2015-01-05,2026-09-11
1469,859,2015-01-05,2018-07-10
1470,2828,2015-01-05,2026-09-11
1471,2843,2015-01-05,2026-09-11
1472,2834,2015-01-05,2026-09-11
1473,2850,2015-01-05,2026-09-11
1474,2850,2015-01-05,2026-09-11
1475,2843,2015-01-05,2026-09-11
1476,2850,2015-01-05,2026-09-11
1477,2850,2015-01-05,2026-09-11
1480,7,2026-09-03,2026-09-11
1503,2850,2015-01-05,2026-09-11
1504,2850,2015-01-05,2026-09-11
1506,2850,2015-01-05,2026-09-11
1507,1775,2015-01-05,2022-04-13
1512,2843,2015-01-05,2026-09-11
1513,2850,2015-01-05,2026-09-11
1514,2850,2015-01-05,2026-09-11
1515,2850,2015-01-05,2026-09-11
1516,2849,2015-01-05,2026-09-11
1517,2850,2015-01-05,2026-09-11
1519,2850,2015-01-05,2026-09-11
1521,2850,2015-01-05,2026-09-11
1522,2850,2015-01-05,2026-09-11
1522A,1193,2021-08-10,2026-09-11
1524,2843,2015-01-05,2026-09-11
1525,2850,2015-01-05,2026-09-11
1526,2850,2015-01-05,2026-09-11
1527,2842,2015-01-05,2026-09-11
1528,2850,2015-01-05,2026-09-11
1529,2843,2015-01-05,2026-09-11
1530,2850,2015-01-05,2026-09-11
1531,2850,2015-01-05,2026-09-11
1532,2850,2015-01-05,2026-09-11
1533,2850,2015-01-05,2026-09-11
1535,2850,2015-01-05,2026-09-11
1536,2850,2015-01-05,2026-09-11
1537,2850,2015-01-05,2026-09-11
1538,2785,2015-01-05,2026-09-11
1539,2850,2015-01-05,2026-09-11
1540,2850,2015-01-05,2026-09-11
1541,2850,2015-01-05,2026-09-11
1558,2850,2015-01-05,2026-09-11
1560,2850,2015-01-05,2026-09-11
1563,563,2024-05-13,2026-09-11
1565,2850,2015-01-05,2026-09-11
1566,1114,2015-01-05,2019-07-24
1568,2850,2015-01-05,2026-09-11
1569,2850,2015-01-05,2026-09-11
1570,2850,2015-01-05,2026-09-11
1580,2850,2015-01-05,2026-09-11
1582,2843,2015-01-05,2026-09-11
1583,2850,2015-01-05,2026-09-11
1584,2842,2015-01-05,2026-09-11
1586,2850,2015-01-05,2026-09-11
1587,2051,2018-04-16,2026-09-11
1589,2739,2015-01-05,2026-04-02
1590,2850,2015-01-05,2026-09-11
1591,2823,2015-01-05,2026-09-11
1592,1573,2015-01-05,2021-06-15
1593,2850,2015-01-05,2026-09-11
1594,7,2026-09-03,2026-09-11
1595,2850,2015-01-05,2026-09-11
1597,2850,2015-01-05,2026-09-11
1598,2433,2016-09-20,2026-09-11
1599,2850,2015-01-05,2026-09-11
1603,2740,2015-01-05,2026-09-11
1604,2845,2015-01-05,2026-09-11
1605,2850,2015-01-05,2026-09-11
1608,2850,2015-01-05,2026-09-11
1609,2850,2015-01-05,2026-09-11
1611,2837,2015-01-05,2026-09-11
1612,2850,2015-01-05,2026-09-11
1613,547,2015-01-05,2017-04-06
1614,2850,2015-01-05,2026-09-11
1615,2850,2015-01-05,2026-09-11
1616,2850,2015-01-05,2026-09-11
1617,2850,2015-01-05,2026-09-11
1618,2844,2015-01-05,2026-09-11
1623,154,2026-01-22,2026-09-11
1626,2850,2015-01-05,2026-09-11
1701,2349,2015-01-05,2024-08-20
1702,2850,2015-01-05,2026-09-11
1704,997,2015-01-05,2019-01-23
1707,2850,2015-01-05,2026-09-11
1708,2850,2015-01-05,2026-09-11
1709,2843,2015-01-05,2026-09-11
1710,2850,2015-01-05,2026-09-11
1711,2850,2015-01-05,2026-09-11
1712,2850,2015-01-05,2026-09-11
1713,2850,2015-01-05,2026-09-11
1714,2850,2015-01-05,2026-09-11
1715,682,2015-01-05,2017-10-18
1717,2843,2015-01-05,2026-09-11
1718,2850,2015-01-05,2026-09-11
1720,2850,2015-01-05,2026-09-11
1721,2843,2015-01-05,2026-09-11
1722,2850,2015-01-05,2026-09-11
1723,2850,2015-01-05,2026-09-11
1724,1664,2015-01-05,2021-10-25
1725,2850,2015-01-05,2026-09-11
1726,2850,2015-01-05,2026-09-11
1727,2850,2015-01-05,2026-09-11
1729,575,2015-01-05,2017-05-17
1730,2850,2015-01-05,2026-09-11
1731,2850,2015-01-05,2026-09-11
1732,2850,2015-01-05,2026-09-11
1733,2850,2015-01-05,2026-09-11
