date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price,valid_bar
2015-01-05,3546,宇峻,tpex,57.40,58.50,57.40,57.40,187000,10820800,0.00,,34520074,165,,,1
2015-01-06,3546,宇峻,tpex,56.00,57.40,54.80,56.50,342000,19166100,,,34520074,262,,,1
2015-01-07,3546,宇峻,tpex,56.50,57.50,55.00,56.10,262000,14634300,,,34520074,221,,,1
2015-01-08,3546,宇峻,tpex,56.70,57.40,55.50,56.40,350000,19790700,0.30,,34520074,290,,,1
2015-01-09,3546,宇峻,tpex,56.70,57.30,55.30,55.30,232000,13032600,,,34520074,180,,,1
2015-01-12,3546,宇峻,tpex,55.10,55.30,54.00,54.00,233000,12702700,,,34520074,154,,,1
2015-01-13,3546,宇峻,tpex,54.00,55.90,54.00,55.10,243000,13429400,1.10,,34520074,198,,,1
2015-01-14,3546,宇峻,tpex,55.50,56.40,55.00,55.20,230000,12800900,0.10,,34520074,195,,,1
2015-01-15,3546,宇峻,tpex,55.20,57.10,55.20,56.90,304000,17110600,1.70,,34520074,253,,,1
2015-01-16,3546,宇峻,tpex,57.30,57.50,55.70,55.70,243000,13763100,,,34520074,202,,,1
2015-01-19,3546,宇峻,tpex,56.80,57.40,54.10,54.10,257000,14423300,,,34520074,192,,,1
2015-01-20,3546,宇峻,tpex,54.40,54.60,53.80,54.60,177000,9608600,0.50,,34520074,123,,,1
2015-01-21,3546,宇峻,tpex,55.00,55.40,53.50,53.50,125000,6818100,,,34520074,101,,,1
2015-01-22,3546,宇峻,tpex,53.50,55.40,53.50,54.50,239000,13099600,1.00,,34520074,209,,,1
2015-01-23,3546,宇峻,tpex,55.40,55.50,54.20,54.20,144000,7899700,,,34520074,116,,,1
2015-01-26,3546,宇峻,tpex,54.20,55.70,54.20,55.00,202000,11146300,0.80,,34520074,151,,,1
2015-01-27,3546,宇峻,tpex,55.40,55.40,54.00,54.10,139000,7574100,,,34520074,106,,,1
2015-01-28,3546,宇峻,tpex,54.10,55.90,54.10,54.30,326000,17955900,0.20,,34520074,233,,,1
2015-01-29,3546,宇峻,tpex,54.50,55.00,53.90,54.40,160000,8687200,0.10,,34520074,110,,,1
2015-01-30,3546,宇峻,tpex,54.80,54.80,53.20,53.30,100000,5371900,,,34520074,78,,,1
2015-02-02,3546,宇峻,tpex,53.30,53.30,51.80,52.20,209000,10917800,,,34520074,157,,,1
2015-02-03,3546,宇峻,tpex,51.80,52.30,51.10,52.30,91000,4737800,0.10,,34520074,60,,,1
2015-02-04,3546,宇峻,tpex,52.30,53.00,51.70,52.20,84000,4397600,,,34520074,56,,,1
2015-02-05,3546,宇峻,tpex,52.20,52.20,51.70,52.20,53000,2754000,0.00,,34520074,41,,,1
2015-02-06,3546,宇峻,tpex,51.70,51.70,51.10,51.10,53000,2716400,,,34520074,48,,,1
2015-02-09,3546,宇峻,tpex,50.50,52.10,50.30,50.80,110000,5647800,,,34520074,71,,,1
2015-02-10,3546,宇峻,tpex,50.50,51.80,50.40,51.60,98000,5021400,0.80,,34520074,62,,,1
2015-02-11,3546,宇峻,tpex,51.00,51.20,50.60,51.20,60000,3058800,,,34520074,47,,,1
2015-02-12,3546,宇峻,tpex,51.20,51.30,50.50,51.30,36000,1835300,0.10,,34520074,27,,,1
