date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret,note
2016-10-04,00675L,0,0,0,13446,0,0,0,0,0,0,0,
2016-10-05,00675L,103,0,103,13446,0,0,0,0,0,0,0,
2016-10-06,00675L,12,96,19,13446,0,0,0,103,0,0,0,
2016-10-07,00675L,375,0,394,13446,0,0,0,19,0,0,0,
2016-10-11,00675L,818,277,935,13446,0,0,0,394,0,0,0,
2016-10-12,00675L,35,593,377,13446,0,307,307,935,0,0,0,
2016-10-13,00675L,1454,1,1825,13446,287,0,20,377,5,307,0,
2016-10-14,00675L,818,102,2541,13446,20,130,130,1825,0,20,0,
2016-10-17,00675L,121,336,2326,13446,130,347,347,2541,0,130,0,
2016-10-18,00675L,182,1106,1402,13446,0,165,512,2326,0,347,0,
2016-10-19,00675L,71,774,699,13446,5,70,577,1402,0,512,0,
2016-10-20,00675L,54,631,122,13446,20,0,557,699,0,577,0,X
2016-10-21,00675L,173,47,248,13446,80,0,476,122,0,557,1,X
2016-10-24,00675L,47,82,213,13446,473,0,3,248,0,476,0,
2016-10-25,00675L,107,67,253,13446,3,43,43,213,0,3,0,
2016-10-26,00675L,510,90,673,13446,12,11,42,253,0,43,0,
2016-10-27,00675L,1814,205,2282,13196,4,0,38,673,0,42,0,
2016-10-28,00675L,441,310,2413,13071,1,5,42,2282,0,38,0,
2016-10-31,00675L,34,703,1744,13071,32,194,204,2413,0,42,0,
2016-11-01,00675L,53,229,1568,13071,67,18,155,1744,0,204,0,
2016-11-02,00675L,887,21,2434,13071,136,2,21,1568,0,155,0,
2016-11-03,00675L,1634,195,3873,13071,0,47,68,2434,0,21,0,
2016-11-04,00675L,1094,309,4658,13071,41,23,50,3873,0,68,0,
2016-11-07,00675L,205,2531,2332,12821,0,22,72,4658,0,50,0,
2016-11-08,00675L,625,397,2560,12821,0,35,107,2332,0,72,0,
2016-11-09,00675L,3251,649,5162,13071,94,44,57,2560,0,107,0,
2016-11-10,00675L,379,2961,2580,12821,30,211,238,5162,0,57,0,
2016-11-11,00675L,3346,129,5797,12821,165,251,324,2580,0,238,0,
2016-11-14,00675L,852,620,6029,12821,43,63,344,5797,0,324,0,
2016-11-15,00675L,982,241,6770,12821,270,2,76,6029,0,344,0,
2016-11-16,00675L,288,3093,3965,12821,0,64,140,6770,0,76,0,
2016-11-17,00675L,387,51,4301,12821,64,40,116,3965,0,140,0,
2016-11-18,00675L,293,976,3618,12821,0,120,236,4301,0,116,0,
2016-11-21,00675L,224,316,3526,12446,10,26,252,3618,0,236,0,
2016-11-22,00675L,272,974,2824,12446,140,73,185,3526,0,252,0,
2016-11-23,00675L,147,613,2358,12446,14,50,221,2824,0,185,0,
2016-11-24,00675L,549,658,2249,12446,63,15,173,2358,0,221,0,
2016-11-25,00675L,69,303,2015,12446,1,9,181,2249,0,173,0,
2016-11-28,00675L,121,202,1934,12446,4,64,241,2015,0,181,0,
2016-11-29,00675L,146,215,1865,12446,50,90,281,1934,0,241,0,
2016-11-30,00675L,492,416,1941,12446,11,27,297,1865,0,281,0,
2016-12-01,00675L,518,970,1489,12321,85,423,635,1941,0,297,0,
2016-12-02,00675L,794,278,2005,12321,485,2,152,1489,0,635,0,
2016-12-05,00675L,283,11,2277,12071,2,57,207,2005,0,152,0,
2016-12-06,00675L,39,1081,1215,11571,2,430,635,2277,20,207,0,
2016-12-07,00675L,17,74,1158,11071,75,0,560,1215,0,635,0,
2016-12-08,00675L,142,713,587,10821,11,0,549,1158,0,560,0,
2016-12-09,00675L,28,74,541,10446,57,19,511,587,0,549,0,
2016-12-12,00675L,391,95,837,10446,435,0,76,541,0,511,0,
2016-12-13,00675L,341,342,836,10196,0,25,97,837,0,76,4,
2016-12-14,00675L,327,138,1025,10196,10,30,102,836,0,97,15,
2016-12-15,00675L,67,350,742,10196,0,13,115,1025,0,102,0,
2016-12-16,00675L,40,47,735,10196,9,0,106,742,0,115,0,
2016-12-19,00675L,432,42,1125,10196,45,0,61,735,0,106,0,
2016-12-20,00675L,717,87,1755,10196,0,5,66,1125,0,61,0,
2016-12-21,00675L,407,293,1869,10196,5,0,61,1755,0,66,0,
2016-12-22,00675L,1833,634,3068,10446,14,16,63,1869,0,61,0,
2016-12-23,00675L,583,638,3013,10446,6,1,58,3068,0,63,0,
2016-12-26,00675L,250,449,2814,10446,12,0,46,3013,0,58,0,
2016-12-27,00675L,356,25,3145,10446,0,0,46,2814,0,46,0,
2016-12-28,00675L,81,892,2334,10446,1,31,76,3145,0,46,0,
2016-12-29,00675L,90,78,2346,10446,20,13,69,2334,0,76,0,
2016-12-30,00675L,142,585,1883,10446,0,27,96,2346,20,69,0,
2017-01-03,00675L,325,399,1809,10446,1,20,115,1883,0,96,0,
