date,open,high,low,close,volume
2025-06-13,25.9,26.05,25.35,25.4,604842
2025-06-16,25.25,25.4,24.9,25.25,262126
2025-06-17,25.3,25.75,25.25,25.35,313994
2025-06-18,25.4,25.65,25.35,25.45,244256
2025-06-19,25.35,25.4,24.85,24.95,357509
2025-06-20,24.95,25.1,24.45,24.65,289800
2025-06-23,24.3,24.45,23.9,24.4,260668
2025-06-24,24.75,25.45,24.75,25.25,486406
2025-06-25,25.65,25.65,25.0,25.15,297460
2025-06-26,25.15,25.5,25.15,25.3,368055
2025-06-27,25.3,25.55,25.0,25.15,361639
2025-06-30,25.2,26.05,24.75,24.8,1736896
2025-07-01,25.3,25.35,24.85,24.95,452669
2025-07-02,24.95,25.0,24.75,24.9,219423
2025-07-03,25.15,25.4,25.05,25.2,404573
2025-07-04,25.4,25.5,24.55,24.55,531637
2025-07-07,24.3,24.5,23.85,24.25,312604
2025-07-08,24.45,24.45,23.95,24.15,318958
2025-07-09,24.1,24.5,24.1,24.25,231773
2025-07-10,24.15,24.5,24.15,24.15,181800
2025-07-11,24.05,24.85,24.05,24.55,320689
2025-07-14,24.35,24.45,24.2,24.2,230612
2025-07-15,24.25,24.5,24.25,24.35,123377
2025-07-16,24.1,24.75,24.1,24.45,296675
2025-07-17,24.45,25.25,24.45,25.15,734383
2025-07-18,25.4,25.6,25.0,25.1,378153
2025-07-21,25.1,25.45,25.1,25.25,349806
2025-07-22,25.3,25.35,24.55,24.55,451377
2025-07-23,24.75,25.2,24.75,24.85,356021
2025-07-24,25.2,25.65,25.1,25.55,697544
2025-07-25,25.6,25.6,25.1,25.1,429746
2025-07-28,25.1,25.45,24.9,25.4,398805
2025-07-29,25.45,25.8,25.3,25.35,661074
2025-07-30,25.3,26.25,25.3,25.8,3911706
2025-07-31,25.8,25.95,25.6,25.75,843627
2025-08-01,25.45,26.6,25.35,26.45,1521288
2025-08-04,27.6,28.25,26.8,27.5,6907254
2025-08-05,27.8,29.75,27.65,29.0,6994638
2025-08-06,29.0,29.2,28.35,28.4,2339228
2025-08-07,28.75,28.75,27.75,28.15,1585674
2025-08-08,29.0,29.5,28.45,29.2,2643827
2025-08-11,29.5,30.1,29.2,30.05,3394521
2025-08-12,30.5,30.5,29.65,30.0,2129514
2025-08-13,30.5,31.95,30.3,31.2,6412491
2025-08-14,31.9,33.2,31.65,32.15,7121080
2025-08-15,32.15,33.4,32.0,33.4,6247591
2025-08-18,33.7,35.0,33.4,34.7,6964812
2025-08-19,34.95,35.5,34.1,34.35,4783142
2025-08-20,34.5,34.5,32.75,33.7,3631764
2025-08-21,34.1,35.95,33.95,34.45,7633964
2025-08-22,34.95,34.95,34.0,34.4,2585551
2025-08-25,35.95,36.7,35.4,36.7,8009445
2025-08-26,37.0,39.0,36.7,38.25,13026542
2025-08-27,38.3,39.3,37.95,38.85,7227023
2025-08-28,39.4,39.7,38.65,39.25,6661381
2025-08-29,40.0,40.8,38.6,39.05,8905682
2025-09-01,38.8,38.8,37.05,37.2,5904467
2025-09-02,38.0,38.7,36.25,36.95,5317269
2025-09-03,37.3,38.5,36.4,38.0,4156364
2025-09-04,38.3,38.8,36.95,36.95,4448838
2025-09-05,37.3,38.15,37.3,37.85,3119203
2025-09-08,38.3,38.85,37.6,38.5,3602525
2025-09-09,38.85,39.8,37.6,37.9,5334798
2025-09-10,38.55,38.55,37.4,37.55,2485266
2025-09-11,37.95,38.45,37.0,38.35,3729130
2025-09-12,38.6,39.55,37.85,38.2,3917998
2025-09-15,38.5,39.3,38.0,38.25,3548217
2025-09-16,39.0,39.5,38.1,39.25,4758249
2025-09-17,39.25,41.65,38.3,38.5,11920829
2025-09-18,38.85,39.35,38.2,39.35,3480137
2025-09-19,39.6,40.4,39.0,39.95,3835478
2025-09-22,40.55,42.6,40.0,42.25,10551883
2025-09-23,41.95,41.95,38.05,38.05,15263447
2025-09-24,37.7,37.85,34.5,35.25,10737799
2025-09-25,35.35,37.45,35.1,36.8,4829480
2025-09-26,36.2,36.8,35.5,35.75,2301952
2025-09-30,35.95,37.95,35.6,37.75,3207802
2025-10-01,38.15,40.2,37.7,39.35,5774554
2025-10-02,39.95,40.0,38.65,39.15,3846049
2025-10-03,39.35,40.5,39.15,39.85,4537455
2025-10-07,40.5,43.4,40.05,42.95,10788290
2025-10-08,42.7,45.0,41.55,44.35,11417207
2025-10-09,44.9,44.95,42.8,43.05,7841341
2025-10-13,40.85,44.8,40.8,44.25,8298938
2025-10-14,46.35,46.8,42.9,43.15,9225820
2025-10-15,44.0,44.4,42.3,42.95,6495540
2025-10-16,43.25,43.6,40.65,41.6,6403166
2025-10-17,41.0,41.95,39.5,39.55,5068774
2025-10-20,39.55,40.45,39.2,40.2,2720537
2025-10-21,40.1,44.2,40.0,43.9,13791244
2025-10-22,44.25,46.65,43.5,43.8,14992261
2025-10-23,43.4,45.5,43.05,43.7,7573308
2025-10-27,44.5,44.5,42.95,43.2,3682670
2025-10-28,43.5,43.7,41.5,43.0,3747338
2025-10-29,43.2,44.2,42.65,43.6,3671070
2025-10-30,44.0,44.75,42.2,43.0,3665791
2025-10-31,43.6,46.85,43.15,46.0,14091543
2025-11-03,46.4,48.95,45.55,46.8,15776931
2025-11-04,46.35,47.3,45.15,45.25,6440554
2025-11-05,43.85,45.0,43.5,44.55,3862722
2025-11-06,45.05,48.3,45.05,47.8,9053279
2025-11-07,48.25,48.4,45.6,46.85,8681709
2025-11-10,47.5,48.2,44.95,45.3,6837199
2025-11-11,45.2,48.1,44.95,46.85,6641647
2025-11-12,47.05,50.2,47.05,48.4,15448759
2025-11-13,48.2,49.0,46.75,48.7,7243538
2025-11-14,47.5,53.5,47.05,53.5,16404541
2025-11-17,55.3,57.5,52.6,53.7,37047689
2025-11-18,53.7,58.9,52.8,56.6,28809865
2025-11-19,56.9,58.9,54.8,56.5,32309209
2025-11-20,58.0,59.4,55.0,58.2,21149777
2025-11-21,57.2,57.7,54.0,55.4,11725741
2025-11-24,56.3,60.9,55.4,59.2,21111744
2025-11-25,60.7,62.2,58.7,58.9,26317058
2025-11-26,59.3,61.9,56.5,57.0,21468722
2025-11-27,57.3,59.5,56.1,59.4,11505741
2025-11-28,59.8,59.9,56.5,56.8,10321052
2025-12-01,56.0,56.7,54.0,56.7,8804785
2025-12-02,56.3,58.4,55.9,56.8,7012072
2025-12-03,57.2,57.5,55.9,56.7,5990277
2025-12-04,56.7,57.8,55.9,57.0,5891752
2025-12-05,57.3,57.8,55.0,56.3,7475240
2025-12-08,57.9,58.3,55.2,56.9,9481720
2025-12-09,57.0,57.8,56.0,56.9,6801730
2025-12-10,57.0,61.1,57.0,58.0,18331458
2025-12-11,58.0,62.2,58.0,59.4,19412395
2025-12-12,60.4,65.3,60.3,65.3,20846819
2025-12-15,65.8,66.7,61.2,62.2,35081166
2025-12-16,61.9,62.0,58.8,59.0,14065170
2025-12-17,59.3,62.3,59.2,61.7,14251290
2025-12-18,61.6,61.6,59.1,59.6,8609266
2025-12-19,60.5,63.1,60.2,62.8,11467673
2025-12-22,64.0,64.2,61.3,62.8,13433070
2025-12-23,63.0,66.0,62.8,65.0,17900480
2025-12-24,65.4,67.3,63.4,66.2,16809163
2025-12-26,66.5,68.6,65.8,67.8,13707879
2025-12-29,69.1,70.5,66.1,67.3,16876401
2025-12-30,67.0,68.9,66.2,67.9,8666242
2025-12-31,68.0,68.9,66.2,66.8,8461089
2026-01-02,67.3,67.5,65.5,66.4,9464162
2026-01-05,67.0,67.5,65.1,65.3,6870551
2026-01-06,65.5,65.7,63.5,64.0,7268180
2026-01-07,64.1,65.5,61.5,61.7,9177668
2026-01-08,62.4,63.9,59.4,60.0,9523589
2026-01-09,60.5,61.3,58.8,59.0,5783921
2026-01-12,59.0,61.1,58.8,59.5,4205566
2026-01-13,60.3,60.4,57.0,58.3,7626135
2026-01-14,58.8,58.8,57.5,57.5,3912045
2026-01-15,57.6,59.8,57.3,59.5,5192697
2026-01-16,59.9,62.8,59.4,60.4,9593940
2026-01-19,60.6,61.2,59.4,60.3,4811236
2026-01-20,60.4,62.4,59.4,60.4,4991988
2026-01-21,60.6,62.4,60.6,60.7,7393938
2026-01-22,62.1,63.8,61.0,63.7,10388842
2026-01-23,66.2,68.1,64.8,66.8,20101370
2026-01-26,68.8,73.4,68.6,73.4,10031823
2026-01-27,76.0,80.5,71.7,78.8,40590601
2026-01-28,79.0,79.0,71.0,72.8,26412616
2026-01-29,71.0,72.3,68.1,68.6,14960745
2026-01-30,68.6,69.0,65.0,65.5,10072045
2026-02-02,65.5,66.0,59.6,60.0,9663189
2026-02-03,61.7,62.4,59.6,60.3,5331524
2026-02-04,59.7,60.9,58.4,60.0,3950103
2026-02-05,59.5,60.7,58.1,58.3,4919474
2026-02-06,59.9,61.8,57.3,60.2,10080088
2026-02-09,63.6,64.5,59.1,59.3,9089465
2026-02-10,59.5,59.7,57.7,58.6,3657620
2026-02-11,58.8,59.3,58.0,58.3,2084148
2026-02-23,59.3,61.1,58.5,61.0,4203382
2026-02-24,61.0,62.1,59.9,61.9,3950879
2026-02-25,62.6,67.0,60.9,65.2,11292293
2026-02-26,65.6,65.6,63.0,63.4,6364467
2026-03-02,61.7,62.5,60.7,61.5,3650688
2026-03-03,61.5,62.3,58.4,58.7,4142130
2026-03-04,56.8,57.2,52.9,53.1,4890545
2026-03-05,55.4,56.1,54.5,55.6,2216571
2026-03-06,55.0,56.7,54.7,56.6,1348441
