date,stock_id,foreign,trust,dealer,total,dealer_self,dealer_hedge
2015-01-05,00633L,92000,1312000,-1422000,-18000,-417000,-1005000
2015-01-06,00633L,253000,0,-7783000,-7530000,-2971000,-4812000
2015-01-07,00633L,-25000,0,-6679000,-6704000,-3164000,-3515000
2015-01-08,00633L,50000,-1168000,-10873000,-11991000,-2681000,-8192000
2015-01-09,00633L,55000,0,-11183000,-11128000,170000,-11353000
2015-01-12,00633L,79000,0,-15978000,-15899000,740000,-16718000
2015-01-13,00633L,0,0,-4210000,-4210000,295000,-4505000
2015-01-14,00633L,-1000,0,-3018000,-3019000,505000,-3523000
2015-01-15,00633L,5000,0,-2407000,-2402000,1027000,-3434000
2015-01-16,00633L,0,-200000,5691000,5491000,-375000,6066000
2015-01-19,00633L,36000,-1430000,-29442000,-30836000,-1170000,-28272000
2015-01-20,00633L,1000,-800000,-16388000,-17187000,-1048000,-15340000
2015-01-21,00633L,3000,-1746000,6996000,5253000,-336000,7332000
2015-01-22,00633L,-1000,-60000,629000,568000,-15000,644000
2015-01-23,00633L,0,-40000,5612000,5572000,-270000,5882000
2015-01-26,00633L,27000,0,-7428000,-7401000,40000,-7468000
2015-01-27,00633L,0,0,-2476000,-2476000,9000,-2485000
2015-01-28,00633L,0,0,-155000,-155000,-104000,-51000
2015-01-29,00633L,28000,0,-9176000,-9148000,-128000,-9048000
2015-01-30,00633L,33000,0,-3008000,-2975000,-126000,-2882000
2015-02-02,00633L,71000,0,-4171000,-4100000,-870000,-3301000
2015-02-03,00633L,0,0,-9429000,-9429000,306000,-9735000
2015-02-04,00633L,265000,0,7821000,8086000,-228000,8049000
2015-02-05,00633L,0,3707000,-12771000,-9064000,178000,-12949000
2015-02-06,00633L,336000,0,-19222000,-18886000,91000,-19313000
2015-02-09,00633L,140000,0,-6162000,-6022000,-37000,-6125000
2015-02-10,00633L,-184000,0,9280000,9096000,-294000,9574000
2015-02-11,00633L,0,0,-1288000,-1288000,350000,-1638000
2015-02-12,00633L,0,0,788000,788000,-188000,976000
2015-02-13,00633L,0,1378000,8801000,10179000,406000,8395000
2015-02-24,00633L,1000,400000,-3907000,-3506000,128000,-4035000
2015-02-25,00633L,0,0,-13818000,-13818000,81000,-13899000
2015-02-26,00633L,1000,0,-992000,-991000,189000,-1181000
2015-03-02,00633L,0,0,-2994000,-2994000,-448000,-2546000
2015-03-03,00633L,51000,288000,-15618000,-15279000,65000,-15683000
2015-03-04,00633L,24000,0,-14458000,-14434000,551000,-15009000
2015-03-05,00633L,28000,0,-21286000,-21258000,8000,-21294000
2015-03-06,00633L,10000,625000,-1691000,-1056000,-172000,-1519000
2015-03-09,00633L,30000,0,-8367000,-8337000,-37000,-8330000
2015-03-10,00633L,-2000,0,9963000,9961000,-629000,10592000
2015-03-11,00633L,0,0,9087000,9087000,-80000,9167000
2015-03-12,00633L,0,195000,24270000,24465000,224000,24046000
2015-03-13,00633L,0,-287000,10176000,9889000,178000,9998000
2015-03-16,00633L,-11000,0,12899000,12888000,-73000,12972000
2015-03-17,00633L,0,0,16470000,16470000,-105000,16575000
2015-03-18,00633L,90000,277000,9657000,10024000,-170000,9827000
2015-03-19,00633L,-19000,120000,5300000,5401000,80000,5220000
2015-03-20,00633L,0,-450000,5410000,4960000,-237000,5647000
