date,stock_id,foreign,trust,dealer,total,dealer_self,dealer_hedge
2019-02-18,01009T,0,0,50000,50000,50000,0
2019-02-19,01009T,0,0,19000,19000,19000,0
2019-02-20,01009T,0,0,33000,33000,33000,0
2019-03-11,01009T,0,0,2000,2000,2000,0
2019-03-12,01009T,0,0,10000,10000,10000,0
2019-03-13,01009T,0,0,1000,1000,1000,0
2019-03-14,01009T,0,0,19000,19000,19000,0
2019-03-15,01009T,12000,0,-5000,7000,-5000,0
2019-03-18,01009T,0,0,61000,61000,61000,0
2019-03-19,01009T,0,0,42000,42000,42000,0
2019-03-21,01009T,0,0,20000,20000,20000,0
2019-03-28,01009T,60000,0,0,60000,0,0
2019-03-29,01009T,0,0,43000,43000,43000,0
2019-04-01,01009T,0,0,1000,1000,1000,0
2019-04-02,01009T,0,0,20000,20000,20000,0
2019-04-03,01009T,-4013,0,50000,45987,50000,0
2019-04-08,01009T,0,0,45000,45000,45000,0
2019-04-09,01009T,0,0,13000,13000,13000,0
2019-04-10,01009T,0,0,12000,12000,12000,0
2019-04-11,01009T,0,0,1000,1000,1000,0
2019-04-16,01009T,0,0,45000,45000,45000,0
2019-04-17,01009T,0,0,7000,7000,7000,0
2019-04-18,01009T,0,0,50000,50000,50000,0
2019-04-19,01009T,0,0,1000,1000,1000,0
2019-04-22,01009T,0,0,35000,35000,35000,0
2019-04-23,01009T,0,0,21000,21000,21000,0
2019-04-24,01009T,0,0,52000,52000,52000,0
2019-04-25,01009T,0,0,46000,46000,46000,0
2019-04-26,01009T,0,0,21000,21000,21000,0
2019-04-29,01009T,0,0,20000,20000,20000,0
2019-04-30,01009T,0,0,20000,20000,20000,0
2019-05-02,01009T,0,0,16000,16000,16000,0
2019-05-22,01009T,88000,0,0,88000,0,0
2019-05-24,01009T,4000,0,0,4000,0,0
2019-05-29,01009T,8000,0,0,8000,0,0
2019-05-31,01009T,4000,0,0,4000,0,0
2019-06-04,01009T,4000,0,0,4000,0,0
2019-06-05,01009T,4000,0,0,4000,0,0
2019-06-13,01009T,12000,0,0,12000,0,0
2019-06-19,01009T,4000,0,0,4000,0,0
2019-06-21,01009T,-52000,0,0,-52000,0,0
2019-06-24,01009T,-12000,0,0,-12000,0,0
2019-06-25,01009T,-13000,0,0,-13000,0,0
2019-06-26,01009T,-52400,0,0,-52400,0,0
2019-07-16,01009T,-44000,0,0,-44000,0,0
2019-07-19,01009T,-190,0,0,-190,0,0
2019-07-25,01009T,6000,0,0,6000,0,0
2019-07-26,01009T,5000,0,0,5000,0,0
2019-07-29,01009T,1960,0,0,1960,0,0
2019-07-30,01009T,2000,0,0,2000,0,0
2019-07-31,01009T,5000,0,0,5000,0,0
2019-08-01,01009T,6000,0,0,6000,0,0
2019-08-02,01009T,5000,0,0,5000,0,0
