key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis
2024-10-24_0050,2024-10-24,0050,元大台灣50,twse,196.00,196.70,194.50,194.80,8642395,1691119396,-1.2,,,13537,
2024-10-24_0051,2024-10-24,0051,元大中型100,twse,82.00,82.00,80.95,81.10,100577,8196475,-0.9,,,366,
2024-10-24_0052,2024-10-24,0052,富邦科技,twse,194.40,195.00,191.80,192.00,2720756,526415507,-2.4,,,2693,
2024-10-24_0053,2024-10-24,0053,元大電子,twse,105.70,105.85,105.10,105.10,9866,1040496,-0.8,,,131,
2024-10-24_0055,2024-10-24,0055,元大MSCI金融,twse,29.43,29.43,29.28,29.30,183142,5376231,-0.13,,,294,
2024-10-24_0056,2024-10-24,0056,元大高股息,twse,38.00,38.00,37.74,37.81,61266715,2318378507,-0.2,,,56108,
2024-10-24_0057,2024-10-24,0057,富邦摩台,twse,144.55,145.00,143.30,143.30,19653,2837142,-1.15,,,108,
2024-10-24_0061,2024-10-24,0061,元大寶滬深,twse,19.83,19.83,19.64,19.64,969502,19093947,-0.18,,,493,
2024-10-24_006201,2024-10-24,006201,元大富櫃50,tpex,25.09,25.09,24.55,24.60,74000,1827330,-0.49,,15946000,54,
2024-10-24_006203,2024-10-24,006203,元大MSCI台灣,twse,92.30,92.30,92.10,92.10,4965,457520,-0.55,,,112,
2024-10-24_006204,2024-10-24,006204,永豐臺灣加權,twse,116.45,116.80,115.70,115.70,5479,636928,0.0,,,108,
2024-10-24_006205,2024-10-24,006205,富邦上証,twse,33.80,33.80,33.51,33.51,558491,18759420,-0.46,,,309,
2024-10-24_006206,2024-10-24,006206,元大上證50,twse,32.24,32.29,31.93,31.95,445598,14283305,-0.36,,,195,
2024-10-24_006207,2024-10-24,006207,復華滬深,twse,25.90,25.90,25.39,25.39,313260,7983864,-0.39,,,141,
2024-10-24_006208,2024-10-24,006208,富邦台50,twse,115.00,115.30,114.00,114.20,11623720,1332121899,-0.7,,,20122,
2024-10-24_00631L,2024-10-24,00631L,元大台灣50正2,twse,249.70,250.85,245.85,246.90,5075043,1260234199,-2.8,,,6037,
2024-10-24_00632R,2024-10-24,00632R,元大台灣50反1,twse,3.24,3.27,3.23,3.26,87959588,285787090,0.02,,,3190,
2024-10-24_00633L,2024-10-24,00633L,富邦上証正2,twse,41.72,41.81,41.10,41.10,11817947,489542206,-1.24,,,2720,
2024-10-24_00634R,2024-10-24,00634R,富邦上証反1,twse,3.98,3.99,3.96,3.99,674000,2678980,0.06,,,58,
2024-10-24_00635U,2024-10-24,00635U,期元大S&P黃金,twse,31.41,31.47,31.38,31.43,1001495,31464896,-0.3,,,585,
2024-10-24_00636,2024-10-24,00636,國泰中國A50,twse,23.64,23.64,23.41,23.41,2500528,58766818,-0.28,,,762,
2024-10-24_00636K,2024-10-24,00636K,國泰中國A50+U,twse,7.30,7.33,7.30,7.33,300,2193,-0.03,,,3,
2024-10-24_00637L,2024-10-24,00637L,元大滬深300正2,twse,16.74,16.81,16.46,16.46,109099210,1814673175,-0.56,,,14411,
2024-10-24_00638R,2024-10-24,00638R,元大滬深300反1,twse,8.30,8.37,8.30,8.36,520229,4341506,0.12,,,98,
2024-10-24_00639,2024-10-24,00639,富邦深100,twse,12.45,12.45,12.25,12.25,4912060,60548999,-0.25,,,995,
2024-10-24_00640L,2024-10-24,00640L,富邦日本正2,twse,49.81,49.82,49.32,49.51,561144,27837231,-0.3,,,319,
2024-10-24_00641R,2024-10-24,00641R,富邦日本反1,twse,6.31,6.34,6.30,6.31,669816,4230044,0.01,,,74,
2024-10-24_00642U,2024-10-24,00642U,期元大S&P石油,twse,16.80,16.87,16.79,16.84,2492943,41942116,0.01,,,583,
2024-10-24_00643,2024-10-24,00643,群益深証中小,twse,13.45,13.45,13.25,13.25,13698509,182945259,-0.31,,,739,
2024-10-24_00645,2024-10-24,00645,富邦日本,twse,36.33,36.40,36.21,36.31,336190,12198639,-0.06,,,216,
2024-10-24_00646,2024-10-24,00646,元大S&P500,twse,58.35,58.40,58.10,58.10,1472465,85713696,-0.5,,,1059,
2024-10-24_00647L,2024-10-24,00647L,元大S&P500正2,twse,96.45,96.50,96.30,96.30,282426,27233695,-1.45,,,101,
2024-10-24_00648R,2024-10-24,00648R,元大S&P500反1,twse,5.24,5.25,5.24,5.25,920025,4827762,0.04,,,90,
2024-10-24_00650L,2024-10-24,00650L,復華香港正2,twse,12.99,13.08,12.80,12.80,25866337,334537077,-0.49,,,3127,
2024-10-24_00651R,2024-10-24,00651R,復華香港反1,twse,7.25,7.32,7.25,7.31,1217151,8875506,0.13,,,98,
2024-10-24_00652,2024-10-24,00652,富邦印度,twse,38.88,38.88,38.65,38.72,308344,11952316,-0.2,,,416,
2024-10-24_00653L,2024-10-24,00653L,富邦印度正2,twse,62.95,62.95,62.15,62.50,360358,22519368,-0.6,,,202,
2024-10-24_00654R,2024-10-24,00654R,富邦印度反1,twse,6.37,6.40,6.36,6.40,398155,2543062,0.04,,,49,
2024-10-24_00655L,2024-10-24,00655L,國泰中國A50正2,twse,28.40,28.50,27.97,27.97,5894510,166421924,-0.9,,,1311,
2024-10-24_00656R,2024-10-24,00656R,國泰中國A50反1,twse,7.39,7.43,7.38,7.43,467105,3458468,0.11,,,63,
2024-10-24_00657,2024-10-24,00657,國泰日經225,twse,44.78,44.78,44.54,44.68,52467,2347178,0.05,,,114,
2024-10-24_00657K,2024-10-24,00657K,國泰日經225+U,twse,14.00,14.00,14.00,14.00,200,2800,-0.07,down,,2,
2024-10-24_00660,2024-10-24,00660,元大歐洲50,twse,35.61,35.61,35.61,35.61,3018,107082,-0.14,down,,100,
2024-10-24_00661,2024-10-24,00661,元大日經225,twse,48.75,48.79,48.58,48.70,84771,4126212,0.01,,,141,
2024-10-24_00662,2024-10-24,00662,富邦NASDAQ,twse,83.50,83.50,83.25,83.25,1315543,109652799,-0.85,,,1060,
2024-10-24_00663L,2024-10-24,00663L,國泰臺灣加權正2,twse,227.85,227.90,225.50,225.90,8286,1876830,-2.45,,,18,
2024-10-24_00664R,2024-10-24,00664R,國泰臺灣加權反1,twse,3.66,3.70,3.65,3.69,6756362,24808709,0.03,,,300,
2024-10-24_00665L,2024-10-24,00665L,富邦恒生國企正2,twse,8.85,8.87,8.68,8.68,82936616,727951097,-0.38,,,7568,
2024-10-24_00666R,2024-10-24,00666R,富邦恒生國企反1,twse,11.94,12.02,11.94,12.01,182000,2181330,0.25,,,27,
2024-10-24_00668,2024-10-24,00668,國泰美國道瓊,twse,49.66,49.66,49.47,49.47,24869,1231644,-0.39,,,120,
2024-10-24_00668K,2024-10-24,00668K,國泰美國道瓊+U,twse,15.44,15.44,15.44,15.44,200,3088,-0.15,down,,2,
2024-10-24_00669R,2024-10-24,00669R,國泰美國道瓊反1,twse,6.62,6.64,6.62,6.64,2581352,17116913,0.05,,,187,
