key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis
2023-11-14_0050,2023-11-14,0050,元大台灣50,twse,129.20,129.60,128.95,129.00,20924489,2705445757,0.3,,,14287,
2023-11-14_0051,2023-11-14,0051,元大中型100,twse,70.50,70.60,70.25,70.60,76148,5364215,0.6,,,218,
2023-11-14_0052,2023-11-14,0052,富邦科技,twse,121.65,122.15,121.45,121.70,371155,45229758,0.45,,,400,
2023-11-14_0053,2023-11-14,0053,元大電子,twse,69.50,69.55,69.50,69.50,8792,610919,0.0,,,727,
2023-11-14_0055,2023-11-14,0055,元大MSCI金融,twse,23.61,23.71,23.56,23.71,301057,7122669,0.15,,,327,
2023-11-14_0056,2023-11-14,0056,元大高股息,twse,34.65,34.73,34.58,34.68,22737440,788269183,0.14,,,11097,
2023-11-14_0057,2023-11-14,0057,富邦摩台,twse,94.60,94.60,94.50,94.50,3733,352215,0.2,,,717,
2023-11-14_0061,2023-11-14,0061,元大寶滬深,twse,17.30,17.42,17.30,17.42,77746,1351722,0.12,,,825,
2023-11-14_006201,2023-11-14,006201,元大富櫃50,tpex,19.25,19.28,19.21,19.28,75000,1443250,0.03,,17946000,33,
2023-11-14_006203,2023-11-14,006203,元大MSCI台灣,twse,62.65,62.65,62.65,62.65,2452,153232,0.55,up,,355,
2023-11-14_006204,2023-11-14,006204,永豐臺灣加權,twse,84.60,84.75,84.55,84.65,42907,3629131,0.45,,,434,
2023-11-14_006205,2023-11-14,006205,富邦上証,twse,29.47,29.49,29.33,29.34,421047,12369992,0.02,,,131,
2023-11-14_006206,2023-11-14,006206,元大上證50,twse,28.16,28.31,28.08,28.08,211864,5966444,-0.07,,,486,
2023-11-14_006207,2023-11-14,006207,復華滬深,twse,22.84,22.84,22.73,22.76,103279,2353182,0.04,,,6,
2023-11-14_006208,2023-11-14,006208,富邦台50,twse,74.50,74.70,74.35,74.50,4079596,304002555,0.25,,,4236,
2023-11-14_00625K,2023-11-14,00625K,富邦上証+R,twse,6.68,6.68,6.68,6.68,3000,20040,0.0,down,,1,
2023-11-14_00631L,2023-11-14,00631L,元大台灣50正2,twse,136.70,137.00,136.05,136.65,3683120,503124589,1.25,,,2235,
2023-11-14_00632R,2023-11-14,00632R,元大台灣50反1,twse,4.74,4.75,4.72,4.73,68050482,322067306,-0.03,,,4110,
2023-11-14_00633L,2023-11-14,00633L,富邦上証正2,twse,33.39,33.45,32.92,32.98,2054529,68054248,0.1,,,680,
2023-11-14_00634R,2023-11-14,00634R,富邦上証反1,twse,4.79,4.82,4.79,4.81,162011,777233,0.0,,,19,
2023-11-14_00635U,2023-11-14,00635U,期元大S&P黃金,twse,23.86,23.90,23.81,23.82,223531,5329534,0.1,,,100,
2023-11-14_00636,2023-11-14,00636,國泰中國A50,twse,20.12,20.14,20.00,20.00,162773,3262242,-0.02,,,915,
2023-11-14_00636K,2023-11-14,00636K,國泰中國A50+U,twse,6.21,6.21,6.21,6.21,200,1242,0.03,up,,2,
2023-11-14_00637L,2023-11-14,00637L,元大滬深300正2,twse,13.34,13.38,13.15,13.17,34121617,451923912,0.04,,,3036,
2023-11-14_00638R,2023-11-14,00638R,元大滬深300反1,twse,10.18,10.24,10.15,10.22,1807000,18454930,-0.03,,,27,
2023-11-14_00639,2023-11-14,00639,富邦深100,twse,11.00,11.10,11.00,11.03,204658,2256949,0.03,,,73,
