date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret
2026-09-09,00400A,138,249,9463,474910,0,1,1,9579,5,0,0
2026-09-09,00401A,115,69,1583,59473,0,0,0,1537,0,0,0
2026-09-09,00402A,10,67,1763,176531,0,0,1,1820,0,1,0
2026-09-09,00403A,1852,2910,88679,3800004,11,857,4619,89789,52,3773,0
2026-09-09,00404A,187,152,2067,88573,0,0,0,2032,0,0,0
2026-09-09,00405A,359,579,21349,781561,0,5,655,21580,11,650,0
2026-09-09,00406A,835,1746,42472,936515,200,27,129,43707,324,302,0
2026-09-09,00407A,661,156,28294,646059,0,209,509,27789,0,300,0
2026-09-09,00408A,60,0,178,36908,0,0,2,118,0,2,0
2026-09-09,00409A,88,336,5744,462112,5,0,5,5992,0,10,0
2026-09-09,00410A,120,19,3946,39090,0,0,3,3845,0,3,0
2026-09-09,0050,374,407,17038,5514375,25,46,691,17093,22,670,0
2026-09-09,0051,0,0,3,6125,0,0,0,3,0,0,0
2026-09-09,0052,117,308,8310,640000,0,11,52,8501,0,41,0
2026-09-09,0053,3,0,17,2497,0,0,0,14,0,0,0
2026-09-09,0055,44,28,211,21163,0,0,6,195,0,6,0
2026-09-09,0056,45,24,3399,3514508,2,2,227,3379,1,227,0
2026-09-09,0057,0,0,0,381,0,0,0,0,0,0,0
2026-09-09,0061,2,0,21,24029,0,0,0,19,0,0,0
2026-09-09,006203,0,0,2,2554,0,0,0,2,0,0,0
2026-09-09,006204,0,0,0,375,0,0,0,0,0,0,0
2026-09-09,006205,0,0,87,23359,0,0,0,87,0,0,0
2026-09-09,006206,0,0,8,6694,0,0,0,8,0,0,0
2026-09-09,006207,0,0,2,5223,0,0,0,2,0,0,0
2026-09-09,006208,2,7,256,465135,0,2,5,261,0,3,0
2026-09-09,00631L,5436,9399,176102,1760962,437,1173,22099,180103,38,21366,3
2026-09-09,00632R,5362,2573,291500,701801,332,399,5631,288729,18,5564,0
2026-09-09,00633L,83,7,8159,29614,1,3,592,8083,0,590,0
2026-09-09,00634R,3,0,2178,10689,0,0,0,2175,0,0,0
2026-09-09,00635U,121,749,7545,77128,3,1,227,8173,0,229,0
2026-09-09,00636,0,0,187,23456,0,0,0,187,0,0,0
2026-09-09,00637L,588,233,89725,185901,8,0,5646,89370,0,5654,0
2026-09-09,00638R,0,0,828,5737,0,0,4,828,0,4,0
2026-09-09,00639,0,0,388,23975,0,0,8,388,0,8,0
