date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret
2026-09-07,00400A,116,1365,9953,476535,0,0,0,11242,40,0,0
2026-09-07,00401A,82,39,1393,57348,0,0,0,1350,0,0,0
2026-09-07,00402A,2,9,1830,177281,0,0,1,1837,0,1,0
2026-09-07,00403A,780,3604,89077,3842379,41,192,3681,91902,1,3530,0
2026-09-07,00404A,313,62,1378,85323,0,0,0,1127,0,0,0
2026-09-07,00405A,906,830,20587,790436,0,37,675,20527,16,638,0
2026-09-07,00406A,1857,3724,44442,933765,1093,22,22,46488,179,1093,0
2026-09-07,00407A,72,296,27498,650809,0,1,301,27722,0,300,0
2026-09-07,00408A,1,51,118,36908,0,0,2,168,0,2,0
2026-09-07,00409A,959,425,6126,461737,0,0,10,5595,3,10,0
2026-09-07,00410A,745,867,3834,39090,0,0,3,3956,0,3,0
2026-09-07,0050,688,1194,17676,5514375,77,130,637,18185,3,585,1
2026-09-07,0051,0,0,3,6125,0,0,0,3,0,0,0
2026-09-07,0052,374,296,8413,641750,1,2,36,8341,6,40,5
2026-09-07,0053,2,2,14,2497,0,0,0,14,0,0,0
2026-09-07,0055,40,27,181,21163,0,0,6,168,0,6,0
2026-09-07,0056,170,144,3366,3515258,1,21,229,3359,19,209,0
2026-09-07,0057,0,0,0,381,0,0,0,0,0,0,0
2026-09-07,0061,2,0,17,24029,0,0,0,15,0,0,0
2026-09-07,006203,0,0,2,2554,0,0,0,2,0,0,0
2026-09-07,006204,0,0,0,375,0,0,0,0,0,0,0
2026-09-07,006205,1,0,87,23359,0,0,0,86,0,0,0
2026-09-07,006206,0,0,8,6694,0,0,0,8,0,0,0
2026-09-07,006207,0,0,2,5223,0,0,0,2,0,0,0
2026-09-07,006208,2,28,252,465135,0,2,3,278,0,1,0
2026-09-07,00631L,5816,17684,182079,1782337,1430,2875,21285,194043,96,19840,0
2026-09-07,00632R,15022,15164,288707,694301,1030,576,5527,288879,30,5981,0
2026-09-07,00633L,192,0,8054,29364,16,1,590,7868,6,605,0
2026-09-07,00634R,0,0,2174,10689,0,0,0,2174,0,0,0
2026-09-07,00635U,188,54,8171,77128,14,1,232,8037,0,245,0
2026-09-07,00636,16,0,188,23456,0,0,0,172,0,0,0
2026-09-07,00637L,1271,386,88382,184401,53,0,5679,87497,0,5732,0
2026-09-07,00638R,0,2,828,5737,0,0,4,830,0,4,0
2026-09-07,00639,7,2,361,23975,0,0,8,356,0,8,0
2026-09-07,00640L,0,9,140,1604,0,0,36,149,0,36,0
2026-09-07,00641R,14,5,9799,22814,8,0,567,9790,0,575,0
2026-09-07,00642U,28,22,1695,16205,2,128,1264,1689,0,1138,0
2026-09-07,00643,0,0,486,18125,0,0,0,486,0,0,0
2026-09-07,00645,1,0,39,10749,0,0,0,38,0,0,0
2026-09-07,00646,2,2,72,155746,0,0,2,73,1,2,0
2026-09-07,00647L,1,0,40,1604,0,0,0,39,0,0,0
2026-09-07,00648R,0,35,10277,35672,1,0,104,10312,0,105,0
2026-09-07,00650L,256,4,11503,24084,66,0,1014,11251,0,1080,0
2026-09-07,00651R,1,1,1464,8048,0,0,56,1464,0,56,0
2026-09-07,00652,0,0,35,15258,0,0,0,35,0,0,0
2026-09-07,00653L,3,5,2203,3225,0,0,0,2205,0,0,0
2026-09-07,00654R,0,0,628,4866,0,0,62,628,0,62,0
2026-09-07,00655L,31,0,2204,14489,0,0,209,2173,0,209,0
2026-09-07,00656R,0,0,132,5089,0,0,0,132,0,0,0
2026-09-07,00657,0,0,0,1521,0,0,0,0,0,0,0
2026-09-07,00660,0,0,0,1757,0,0,0,0,0,0,0
2026-09-07,00661,0,0,7,5856,0,0,0,7,0,0,0
2026-09-07,00662,16,3,1711,228007,0,0,0,1699,1,0,0
2026-09-07,00663L,446,558,8410,36540,152,141,1696,8528,6,1707,0
2026-09-07,00664R,1440,1664,72147,221143,3,0,514,72371,0,517,0
2026-09-07,00665L,1539,459,54942,100991,174,0,630,53862,0,804,0
2026-09-07,00666R,0,12,690,3031,0,0,7,702,0,7,0
2026-09-07,00668,0,0,2,1870,0,0,0,2,0,0,0
2026-09-07,00669R,4,32,13599,50029,0,0,60,13627,0,60,0
2026-09-07,00670L,39,11,1300,19286,8,24,171,1273,1,155,0
2026-09-07,00671R,0,30,119609,126971,0,20,2496,119639,0,2476,0
2026-09-07,00673R,5977,3111,116420,215262,2,10,2187,113589,35,2179,0
2026-09-07,00674R,23,5,126,3605,0,4,6,108,0,2,0
2026-09-07,00675L,99,117,2570,27446,3,21,307,2590,2,289,0
2026-09-07,00676R,3853,175,27387,50208,38,1,177,23709,0,214,0
2026-09-07,00678,0,0,10,2112,0,0,0,10,0,0,0
2026-09-07,00680L,779,253,65217,360894,0,1,402,64733,42,432,31
2026-09-07,00681R,0,0,3,1898,0,0,0,3,0,0,0
2026-09-07,00682U,0,0,4,1911,0,0,0,4,0,0,0
2026-09-07,00683L,0,0,75,2858,0,0,0,75,0,0,0
2026-09-07,00684R,0,0,21,2422,0,0,0,21,0,0,0
2026-09-07,00685L,8976,14506,144851,1392834,1277,3383,17546,150621,240,15440,0
2026-09-07,00686R,759,88,18710,66569,6,0,88,18039,0,94,0
2026-09-07,00688L,82,117,26737,154278,0,0,17,26772,0,17,0
2026-09-07,00689R,0,0,0,1722,0,0,0,0,0,0,0
2026-09-07,00690,0,4,70,20957,0,0,0,74,0,0,0
2026-09-07,00692,0,2,51,153320,0,0,0,53,0,0,0
2026-09-07,00693U,102,70,2335,17541,1,0,4,2303,0,5,0
2026-09-07,00700,0,0,144,7870,0,0,0,144,0,0,0
2026-09-07,00701,12,3,12,42472,0,0,0,3,0,0,0
2026-09-07,00702,1,0,1,1672,0,0,0,0,0,0,0
2026-09-07,00703,0,0,1,2387,0,0,0,1,0,0,0
2026-09-07,00706L,34,30,2800,32442,5,44,531,2796,0,492,0
2026-09-07,00707R,0,0,0,1463,0,0,0,0,0,0,0
2026-09-07,00708L,656,633,21315,37518,8,23,623,21292,0,608,0
2026-09-07,00709,0,0,2,3615,0,0,0,2,0,0,0
2026-09-07,00710B,1,0,1,44940,0,0,0,0,0,0,0
2026-09-07,00711B,0,0,3,217940,0,0,0,3,0,0,0
2026-09-07,00712,567,29,18048,1311877,0,0,0,17540,30,0,0
2026-09-07,00713,125,12,373,421753,0,0,0,260,0,0,0
2026-09-07,00714,0,0,31,5016,0,0,0,31,0,0,0
2026-09-07,00715L,921,469,6286,19797,107,0,5841,5934,100,5988,40
2026-09-07,00717,0,0,0,29901,0,0,0,0,0,0,0
2026-09-07,00728,1,5,53,9855,0,0,0,57,0,0,0
2026-09-07,00730,0,0,1,17261,0,0,0,1,0,0,0
2026-09-07,00731,5,0,5,5025,0,0,0,0,0,0,0
2026-09-07,00733,0,16,38,15991,0,0,0,54,0,0,0
2026-09-07,00735,45,182,4978,29947,1,2,441,5120,5,440,0
2026-09-07,00736,0,0,0,1681,0,0,0,0,0,0,0
2026-09-07,00737,0,1,51,5634,0,0,0,52,0,0,0
2026-09-07,00738U,300,438,14325,61074,0,4,397,14463,0,393,0
2026-09-07,00739,1,0,1,6247,0,0,0,0,0,0,0
2026-09-07,00752,10,0,380,64054,0,0,2,370,0,2,0
2026-09-07,00753L,1129,76,72101,165539,21,0,874,71156,108,945,50
2026-09-07,00757,11,8,278,67123,1,0,3,275,0,4,0
2026-09-07,00762,3,0,82,11687,0,0,0,79,0,0,0
2026-09-07,00763U,0,28,2095,10266,0,0,0,2123,0,0,0
2026-09-07,00770,18,0,79,20239,0,0,0,61,0,0,0
2026-09-07,00771,0,0,1,3556,0,0,0,1,0,0,0
2026-09-07,00775B,0,0,0,58025,0,0,0,0,0,0,0
2026-09-07,00783,0,0,338,1757,0,0,0,338,0,0,0
2026-09-07,00830,252,289,8274,213866,66,5,275,8314,3,336,0
2026-09-07,00850,0,1,13,104111,0,0,0,14,0,0,0
2026-09-07,00851,0,0,1,1381,0,0,0,1,0,0,0
2026-09-07,00852L,47,0,92,2091,0,0,54,45,0,54,0
2026-09-07,00861,0,0,35,17478,0,0,0,35,0,0,0
2026-09-07,00865B,0,0,8,78061,0,0,0,8,0,0,0
2026-09-07,00875,0,0,13,3747,0,0,0,13,0,0,0
2026-09-07,00876,1,0,12,23631,0,0,0,11,0,0,0
2026-09-07,00878,68,380,4023,4701572,0,9,140,4335,0,131,0
2026-09-07,00881,815,758,8107,743475,13,34,54,8057,7,77,44
2026-09-07,00882,190,2,2483,493712,3,0,2,2295,0,5,0
2026-09-07,00885,68,41,2381,149059,0,0,128,2354,0,128,0
2026-09-07,00891,287,380,6521,479147,0,0,27,6618,4,27,0
2026-09-07,00892,79,167,1199,80948,1,7,11,1290,3,5,0
2026-09-07,00893,5,1,92,89596,0,0,18,88,0,18,0
2026-09-07,00894,27,18,302,37002,0,0,0,293,0,0,0
2026-09-07,00895,0,4,84,35979,0,0,8,88,0,8,0
2026-09-07,00896,182,306,1918,110845,0,0,0,2042,0,0,0
2026-09-07,00897,56,21,195,34253,0,0,0,160,0,0,0
2026-09-07,00898,4,0,862,28994,0,0,5,858,0,5,0
2026-09-07,00899,0,0,50,4033,0,0,0,50,0,0,0
2026-09-07,00900,1,1,160,385006,0,0,0,160,0,0,0
2026-09-07,00901,0,1,1,15587,0,0,0,2,0,0,0
2026-09-07,00902,122,60,2514,55999,0,0,6,2452,0,6,0
2026-09-07,00903,0,0,16,11680,0,0,0,16,0,0,0
2026-09-07,00904,22,30,388,39528,0,0,0,396,0,0,0
2026-09-07,00905,0,103,329,89956,0,0,0,432,0,0,0
2026-09-07,00907,36,0,108,37033,0,0,0,72,0,0,0
2026-09-07,00908,0,0,0,8604,0,0,0,0,0,0,0
2026-09-07,00909,33,19,1078,26551,0,0,4,1064,0,4,0
2026-09-07,00910,12,6,1833,28734,0,0,3,1827,0,3,0
2026-09-07,00911,2,3,239,8100,0,0,1,240,0,1,0
2026-09-07,00912,0,1,15,14563,0,0,0,16,0,0,0
2026-09-07,00913,68,21,510,14566,0,0,1,463,0,1,0
2026-09-07,00915,0,30,91,127495,0,0,0,121,0,0,0
2026-09-07,00916,2,0,457,26354,0,0,0,455,0,0,0
2026-09-07,00917,24,1,115,15369,0,0,0,92,0,0,0
2026-09-07,00918,2877,709,15381,957691,2,3,13,13243,30,12,0
2026-09-07,00919,2301,1235,14629,4597908,8,0,56,13568,5,64,0
2026-09-07,00920,1,0,13,5070,0,0,0,12,0,0,0
2026-09-07,00921,47,0,125,13692,0,0,0,78,0,0,0
2026-09-07,00922,635,195,1639,534421,0,1,9,1199,0,8,0
2026-09-07,00923,14,746,1532,238230,2,0,0,2264,0,2,0
2026-09-07,00924,0,75,51,108775,0,0,0,126,0,0,0
2026-09-07,00926,0,0,21,25995,0,0,0,21,0,0,0
2026-09-07,00927,187,783,10482,339849,3,25,49,11089,11,27,0
2026-09-07,00929,600,57,8398,1272784,0,0,2,7948,93,2,0
2026-09-07,00930,5,1,126,32444,0,0,0,122,0,0,0
2026-09-07,00932,0,15,5,27570,0,0,0,20,0,0,0
2026-09-07,00934,14,30,650,106631,0,0,8,666,0,8,0
2026-09-07,00935,1274,1160,6673,220626,16,9,90,6586,27,97,0
2026-09-07,00936,1,2,20,48199,0,0,0,21,0,0,0
2026-09-07,00938,1,0,6,25004,0,0,0,5,0,0,0
2026-09-07,00939,7,29,169,291244,0,0,0,191,0,0,0
2026-09-07,00940,53,0,1291,1299966,0,0,0,1238,0,0,0
2026-09-07,00941,0,2,202,113697,0,0,0,204,0,0,0
2026-09-07,00943,3,0,28,10097,0,0,0,25,0,0,0
2026-09-07,00944,0,0,6,13270,0,0,0,6,0,0,0
2026-09-07,00945B,1,2,185,205829,0,0,0,186,0,0,0
2026-09-07,00946,0,1,516,110561,0,0,0,517,0,0,0
2026-09-07,00947,277,671,4767,70591,2,6,42,5161,0,38,0
2026-09-07,00949,0,0,97,41857,0,0,0,97,0,0,0
2026-09-07,00951,14,88,1536,58510,1,1,4,1610,0,4,0
2026-09-07,00952,120,5,2150,61943,0,0,0,2035,0,0,0
2026-09-07,00953B,4972,1080,97262,1142543,0,0,0,93420,50,0,0
2026-09-07,00954,14,114,1666,30936,2,0,0,1766,0,2,0
2026-09-07,00956,0,0,25,8282,0,0,0,25,0,0,0
2026-09-07,00960,97,9,260,14873,0,0,0,172,0,0,0
2026-09-07,00961,816,195,7495,219752,0,0,0,6874,0,0,0
2026-09-07,00962,281,11,527,20230,0,0,0,257,0,0,0
2026-09-07,00963,0,0,148,28733,0,0,0,148,0,0,0
2026-09-07,00964,6,0,53,16281,0,0,0,47,0,0,0
2026-09-07,00965,13,0,1147,100998,0,0,41,1134,0,41,0
2026-09-07,00971,0,0,13,13794,0,0,0,13,0,0,0
2026-09-07,00972,0,0,0,3918,0,0,0,0,0,0,0
2026-09-07,009800,10,0,1363,76097,0,0,10,1353,0,10,0
2026-09-07,009801,0,0,76,23779,0,0,0,76,0,0,0
2026-09-07,009802,699,801,2861,144373,1,3,4,2963,0,2,0
2026-09-07,009803,31,29,598,50457,0,0,1,596,0,1,0
2026-09-07,009804,10,30,392,37973,0,0,0,412,0,0,0
2026-09-07,009805,203,71,6685,153329,0,15,15,6553,0,0,0
2026-09-07,009808,0,0,3,9877,0,0,0,3,0,0,0
2026-09-07,009809,0,0,3,7965,0,0,0,3,0,0,0
2026-09-07,00980A,99,315,3351,201182,8,0,23,3567,0,31,0
2026-09-07,009810,0,0,4,4788,0,0,0,4,0,0,0
2026-09-07,009811,0,0,31,58737,0,0,35,31,0,35,0
2026-09-07,009812,0,0,2,23220,0,0,0,2,0,0,0
2026-09-07,009813,0,0,59,82831,0,0,0,59,0,0,0
2026-09-07,009816,2124,939,24511,2992336,3,70,670,23331,5,636,33
2026-09-07,009817,0,0,59,55484,0,0,0,59,0,0,0
2026-09-07,009818,0,0,33,11538,0,0,0,33,0,0,0
2026-09-07,009819,15,13,4335,151561,0,0,1,4333,0,1,0
2026-09-07,00981A,5162,7222,173539,2377677,430,183,3072,175619,20,3323,4
2026-09-07,00981T,0,0,89,62190,0,0,0,89,0,0,0
2026-09-07,009820,0,2,2958,282425,0,0,0,2960,0,0,0
2026-09-07,009821,81,29,2713,129460,0,0,3,2661,0,3,0
2026-09-07,009824,3,15,1248,137586,0,0,6,1260,0,6,0
2026-09-07,009826,3,32,7524,185576,0,0,0,7563,10,0,0
2026-09-07,009827,114,159,642,51737,0,0,0,687,0,0,0
2026-09-07,009828,6202,6929,17216,154386,211,202,207,18093,150,216,0
2026-09-07,009829,2014,1528,18729,69967,0,8,106,19399,1156,98,0
2026-09-07,00982A,71,410,11343,559484,20,0,9,11682,0,29,0
2026-09-07,00982D,0,0,117,19182,0,0,0,117,0,0,0
2026-09-07,00982T,6,2,29,4149,0,0,0,25,0,0,0
2026-09-07,00983A,9,8,527,20421,0,0,6,526,0,6,0
2026-09-07,00983D,0,0,122,26049,0,0,0,122,0,0,0
